PA_Score,images,filename,live_fake,cross_direct,eye,gender,subjectid
0.1044059848880727,"['190416_106_AD100/2019_106_014_Left_L1_1.png', '190416_106_AD100/2019_106_014_Left_R2_1.png']",190416_106_AD100/2019_106_014_Left_L1_1.png,fake,"['direct', 'cross2']",Left,Male,12
0.0294445496783769,"['190416_106_AD100/2019_106_014_Left_L1_2.png', '190416_106_AD100/2019_106_014_Left_R2_2.png']",190416_106_AD100/2019_106_014_Left_L1_2.png,fake,"['direct', 'cross2']",Left,Male,12
0.0672715527370883,"['190416_106_AD100/2019_106_014_Left_L1_3.png', '190416_106_AD100/2019_106_014_Left_R2_3.png']",190416_106_AD100/2019_106_014_Left_L1_3.png,fake,"['direct', 'cross2']",Left,Male,12
0.0863839142949579,"['190416_106_AD100/2019_106_014_Left_L1_4.png', '190416_106_AD100/2019_106_014_Left_R2_4.png']",190416_106_AD100/2019_106_014_Left_L1_4.png,fake,"['direct', 'cross2']",Left,Male,12
0.0513379336542762,"['190416_106_AD100/2019_106_013_Left_L1_0.png', '190416_106_AD100/2019_106_013_Left_R2_0.png']",190416_106_AD100/2019_106_013_Left_L1_0.png,live,"['direct', 'cross2']",Left,Male,12
0.0375169448041431,"['190416_106_AD100/2019_106_013_Left_L1_1.png', '190416_106_AD100/2019_106_013_Left_R2_1.png']",190416_106_AD100/2019_106_013_Left_L1_1.png,live,"['direct', 'cross2']",Left,Male,12
0.035239568542197,"['190416_106_AD100/2019_106_013_Left_L1_2.png', '190416_106_AD100/2019_106_013_Left_R2_2.png']",190416_106_AD100/2019_106_013_Left_L1_2.png,live,"['direct', 'cross2']",Left,Male,12
0.0519296464305918,"['190416_106_AD100/2019_106_013_Left_L1_3.png', '190416_106_AD100/2019_106_013_Left_R2_3.png']",190416_106_AD100/2019_106_013_Left_L1_3.png,live,"['direct', 'cross2']",Left,Male,12
0.0069741451882419,"['190416_106_AD100/2019_106_013_Left_L1_4.png', '190416_106_AD100/2019_106_013_Left_R2_4.png']",190416_106_AD100/2019_106_013_Left_L1_4.png,live,"['direct', 'cross2']",Left,Male,12
0.058220838527449,"['190416_106_AD100/2019_106_016_Left_L1_0.png', '190416_106_AD100/2019_106_016_Left_R2_0.png']",190416_106_AD100/2019_106_016_Left_L1_0.png,fake,"['direct', 'cross2']",Left,Female,13
0.1776443632730867,"['190416_106_AD100/2019_106_016_Left_L1_1.png', '190416_106_AD100/2019_106_016_Left_R2_1.png']",190416_106_AD100/2019_106_016_Left_L1_1.png,fake,"['direct', 'cross2']",Left,Female,13
0.1869329175127431,"['190416_106_AD100/2019_106_016_Left_L1_2.png', '190416_106_AD100/2019_106_016_Left_R2_2.png']",190416_106_AD100/2019_106_016_Left_L1_2.png,fake,"['direct', 'cross2']",Left,Female,13
0.1511143701799654,"['190416_106_AD100/2019_106_016_Left_L1_3.png', '190416_106_AD100/2019_106_016_Left_R2_3.png']",190416_106_AD100/2019_106_016_Left_L1_3.png,fake,"['direct', 'cross2']",Left,Female,13
0.1051465465378969,"['190416_106_AD100/2019_106_016_Left_L1_4.png', '190416_106_AD100/2019_106_016_Left_R2_4.png']",190416_106_AD100/2019_106_016_Left_L1_4.png,fake,"['direct', 'cross2']",Left,Female,13
0.0778196437914571,"['190417_107_AD100/2019_107_002_Left_L1_0.png', '190417_107_AD100/2019_107_002_Left_R2_0.png']",190417_107_AD100/2019_107_002_Left_L1_0.png,fake,"['direct', 'cross2']",Left,Male,14
0.0620702469447852,"['190417_107_AD100/2019_107_002_Left_L1_1.png', '190417_107_AD100/2019_107_002_Left_R2_1.png']",190417_107_AD100/2019_107_002_Left_L1_1.png,fake,"['direct', 'cross2']",Left,Male,14
0.0676461604776417,"['190417_107_AD100/2019_107_002_Left_L1_2.png', '190417_107_AD100/2019_107_002_Left_R2_2.png']",190417_107_AD100/2019_107_002_Left_L1_2.png,fake,"['direct', 'cross2']",Left,Male,14
0.0765978892976879,"['190417_107_AD100/2019_107_002_Left_L1_3.png', '190417_107_AD100/2019_107_002_Left_R2_3.png']",190417_107_AD100/2019_107_002_Left_L1_3.png,fake,"['direct', 'cross2']",Left,Male,14
0.0817933691994615,"['190417_107_AD100/2019_107_002_Left_L1_4.png', '190417_107_AD100/2019_107_002_Left_R2_4.png']",190417_107_AD100/2019_107_002_Left_L1_4.png,fake,"['direct', 'cross2']",Left,Male,14
0.038616214251,"['190417_107_AD100/2019_107_001_Left_L1_0.png', '190417_107_AD100/2019_107_001_Left_R2_0.png']",190417_107_AD100/2019_107_001_Left_L1_0.png,live,"['direct', 'cross2']",Left,Male,14
0.0518556399399798,"['190417_107_AD100/2019_107_001_Left_L1_1.png', '190417_107_AD100/2019_107_001_Left_R2_1.png']",190417_107_AD100/2019_107_001_Left_L1_1.png,live,"['direct', 'cross2']",Left,Male,14
0.0593714033852445,"['190417_107_AD100/2019_107_001_Left_L1_2.png', '190417_107_AD100/2019_107_001_Left_R2_2.png']",190417_107_AD100/2019_107_001_Left_L1_2.png,live,"['direct', 'cross2']",Left,Male,14
0.0525297602716919,"['190417_107_AD100/2019_107_001_Left_L1_3.png', '190417_107_AD100/2019_107_001_Left_R2_3.png']",190417_107_AD100/2019_107_001_Left_L1_3.png,live,"['direct', 'cross2']",Left,Male,14
0.0579775983389888,"['190417_107_AD100/2019_107_001_Left_L1_4.png', '190417_107_AD100/2019_107_001_Left_R2_4.png']",190417_107_AD100/2019_107_001_Left_L1_4.png,live,"['direct', 'cross2']",Left,Male,14
0.1345843405161492,"['190417_107_AD100/2019_107_004_Left_L1_1.png', '190417_107_AD100/2019_107_004_Left_R2_1.png']",190417_107_AD100/2019_107_004_Left_L1_1.png,fake,"['direct', 'cross2']",Left,Female,15
0.0824273883748323,"['190417_107_AD100/2019_107_004_Left_L1_2.png', '190417_107_AD100/2019_107_004_Left_R2_2.png']",190417_107_AD100/2019_107_004_Left_L1_2.png,fake,"['direct', 'cross2']",Left,Female,15
0.1384453974021887,"['190417_107_AD100/2019_107_004_Left_L1_3.png', '190417_107_AD100/2019_107_004_Left_R2_3.png']",190417_107_AD100/2019_107_004_Left_L1_3.png,fake,"['direct', 'cross2']",Left,Female,15
0.0347079075634118,"['190417_107_AD100/2019_107_004_Left_L1_4.png', '190417_107_AD100/2019_107_004_Left_R2_4.png']",190417_107_AD100/2019_107_004_Left_L1_4.png,fake,"['direct', 'cross2']",Left,Female,15
0.0810432777412435,"['190417_107_AD100/2019_107_003_Left_L1_0.png', '190417_107_AD100/2019_107_003_Left_R2_0.png']",190417_107_AD100/2019_107_003_Left_L1_0.png,live,"['direct', 'cross2']",Left,Female,15
0.0677007382459045,"['190417_107_AD100/2019_107_003_Left_L1_1.png', '190417_107_AD100/2019_107_003_Left_R2_1.png']",190417_107_AD100/2019_107_003_Left_L1_1.png,live,"['direct', 'cross2']",Left,Female,15
0.0646173709751945,"['190417_107_AD100/2019_107_003_Left_L1_2.png', '190417_107_AD100/2019_107_003_Left_R2_2.png']",190417_107_AD100/2019_107_003_Left_L1_2.png,live,"['direct', 'cross2']",Left,Female,15
0.0486055790264615,"['190417_107_AD100/2019_107_003_Left_L1_3.png', '190417_107_AD100/2019_107_003_Left_R2_3.png']",190417_107_AD100/2019_107_003_Left_L1_3.png,live,"['direct', 'cross2']",Left,Female,15
0.0560743211926059,"['190417_107_AD100/2019_107_003_Left_L1_4.png', '190417_107_AD100/2019_107_003_Left_R2_4.png']",190417_107_AD100/2019_107_003_Left_L1_4.png,live,"['direct', 'cross2']",Left,Female,15
0.0729143193573817,"['190417_107_AD100/2019_107_006_Left_L1_1.png', '190417_107_AD100/2019_107_006_Left_R2_1.png']",190417_107_AD100/2019_107_006_Left_L1_1.png,fake,"['direct', 'cross2']",Left,Female,16
0.0686979231712336,"['190417_107_AD100/2019_107_006_Left_L1_2.png', '190417_107_AD100/2019_107_006_Left_R2_2.png']",190417_107_AD100/2019_107_006_Left_L1_2.png,fake,"['direct', 'cross2']",Left,Female,16
0.0790315511207891,"['190417_107_AD100/2019_107_006_Left_L1_3.png', '190417_107_AD100/2019_107_006_Left_R2_3.png']",190417_107_AD100/2019_107_006_Left_L1_3.png,fake,"['direct', 'cross2']",Left,Female,16
0.0683834878524007,"['190417_107_AD100/2019_107_006_Left_L1_4.png', '190417_107_AD100/2019_107_006_Left_R2_4.png']",190417_107_AD100/2019_107_006_Left_L1_4.png,fake,"['direct', 'cross2']",Left,Female,16
0.0574586411171515,"['190417_107_AD100/2019_107_005_Left_L1_0.png', '190417_107_AD100/2019_107_005_Left_R2_0.png']",190417_107_AD100/2019_107_005_Left_L1_0.png,live,"['direct', 'cross2']",Left,Female,16
0.0484329128541613,"['190417_107_AD100/2019_107_005_Left_L1_1.png', '190417_107_AD100/2019_107_005_Left_R2_1.png']",190417_107_AD100/2019_107_005_Left_L1_1.png,live,"['direct', 'cross2']",Left,Female,16
0.0340229467675347,"['190417_107_AD100/2019_107_005_Left_L1_2.png', '190417_107_AD100/2019_107_005_Left_R2_2.png']",190417_107_AD100/2019_107_005_Left_L1_2.png,live,"['direct', 'cross2']",Left,Female,16
0.0524428043905805,"['190417_107_AD100/2019_107_005_Left_L1_3.png', '190417_107_AD100/2019_107_005_Left_R2_3.png']",190417_107_AD100/2019_107_005_Left_L1_3.png,live,"['direct', 'cross2']",Left,Female,16
0.062762594152081,"['190417_107_AD100/2019_107_005_Left_L1_4.png', '190417_107_AD100/2019_107_005_Left_R2_4.png']",190417_107_AD100/2019_107_005_Left_L1_4.png,live,"['direct', 'cross2']",Left,Female,16
0.054438992969892,"['190417_107_AD100/2019_107_008_Left_L1_1.png', '190417_107_AD100/2019_107_008_Left_R2_1.png']",190417_107_AD100/2019_107_008_Left_L1_1.png,fake,"['direct', 'cross2']",Left,Female,17
0.0613865298171711,"['190417_107_AD100/2019_107_008_Left_L1_2.png', '190417_107_AD100/2019_107_008_Left_R2_2.png']",190417_107_AD100/2019_107_008_Left_L1_2.png,fake,"['direct', 'cross2']",Left,Female,17
0.0533139600660571,"['190417_107_AD100/2019_107_008_Left_L1_3.png', '190417_107_AD100/2019_107_008_Left_R2_3.png']",190417_107_AD100/2019_107_008_Left_L1_3.png,fake,"['direct', 'cross2']",Left,Female,17
0.0571853225694052,"['190417_107_AD100/2019_107_008_Left_L1_4.png', '190417_107_AD100/2019_107_008_Left_R2_4.png']",190417_107_AD100/2019_107_008_Left_L1_4.png,fake,"['direct', 'cross2']",Left,Female,17
0.0369949187959146,"['190417_107_AD100/2019_107_007_Left_L1_1.png', '190417_107_AD100/2019_107_007_Left_R2_1.png']",190417_107_AD100/2019_107_007_Left_L1_1.png,live,"['direct', 'cross2']",Left,Female,17
0.0477606271173131,"['190417_107_AD100/2019_107_007_Left_L1_2.png', '190417_107_AD100/2019_107_007_Left_R2_2.png']",190417_107_AD100/2019_107_007_Left_L1_2.png,live,"['direct', 'cross2']",Left,Female,17
0.0476559354408954,"['190417_107_AD100/2019_107_007_Left_L1_3.png', '190417_107_AD100/2019_107_007_Left_R2_3.png']",190417_107_AD100/2019_107_007_Left_L1_3.png,live,"['direct', 'cross2']",Left,Female,17
0.0477199065783733,"['190417_107_AD100/2019_107_007_Left_L1_4.png', '190417_107_AD100/2019_107_007_Left_R2_4.png']",190417_107_AD100/2019_107_007_Left_L1_4.png,live,"['direct', 'cross2']",Left,Female,17
0.0571348891967222,"['190417_107_AD100/2019_107_010_Left_L1_1.png', '190417_107_AD100/2019_107_010_Left_R2_1.png']",190417_107_AD100/2019_107_010_Left_L1_1.png,fake,"['direct', 'cross2']",Left,Male,18
0.0825184820986383,"['190417_107_AD100/2019_107_010_Left_L1_2.png', '190417_107_AD100/2019_107_010_Left_R2_2.png']",190417_107_AD100/2019_107_010_Left_L1_2.png,fake,"['direct', 'cross2']",Left,Male,18
0.0882445784166413,"['190417_107_AD100/2019_107_010_Left_L1_3.png', '190417_107_AD100/2019_107_010_Left_R2_3.png']",190417_107_AD100/2019_107_010_Left_L1_3.png,fake,"['direct', 'cross2']",Left,Male,18
0.114214525143984,"['190417_107_AD100/2019_107_010_Left_L1_4.png', '190417_107_AD100/2019_107_010_Left_R2_4.png']",190417_107_AD100/2019_107_010_Left_L1_4.png,fake,"['direct', 'cross2']",Left,Male,18
0.0756402460646797,"['190417_107_AD100/2019_107_009_Left_L1_0.png', '190417_107_AD100/2019_107_009_Left_R2_0.png']",190417_107_AD100/2019_107_009_Left_L1_0.png,live,"['direct', 'cross2']",Left,Male,18
0.0785433162489584,"['190417_107_AD100/2019_107_009_Left_L1_1.png', '190417_107_AD100/2019_107_009_Left_R2_1.png']",190417_107_AD100/2019_107_009_Left_L1_1.png,live,"['direct', 'cross2']",Left,Male,18
0.0879678454013194,"['190417_107_AD100/2019_107_009_Left_L1_2.png', '190417_107_AD100/2019_107_009_Left_R2_2.png']",190417_107_AD100/2019_107_009_Left_L1_2.png,live,"['direct', 'cross2']",Left,Male,18
0.1117271403281908,"['190417_107_AD100/2019_107_009_Left_L1_3.png', '190417_107_AD100/2019_107_009_Left_R2_3.png']",190417_107_AD100/2019_107_009_Left_L1_3.png,live,"['direct', 'cross2']",Left,Male,18
0.0504535737541891,"['190417_107_AD100/2019_107_009_Left_L1_4.png', '190417_107_AD100/2019_107_009_Left_R2_4.png']",190417_107_AD100/2019_107_009_Left_L1_4.png,live,"['direct', 'cross2']",Left,Male,18
0.0681083574520333,"['190417_107_AD100/2019_107_012_Left_L1_1.png', '190417_107_AD100/2019_107_012_Left_R2_1.png']",190417_107_AD100/2019_107_012_Left_L1_1.png,fake,"['direct', 'cross2']",Left,Male,19
0.0914649699889521,"['190417_107_AD100/2019_107_012_Left_L1_2.png', '190417_107_AD100/2019_107_012_Left_R2_2.png']",190417_107_AD100/2019_107_012_Left_L1_2.png,fake,"['direct', 'cross2']",Left,Male,19
0.0954062468520615,"['190417_107_AD100/2019_107_012_Left_L1_3.png', '190417_107_AD100/2019_107_012_Left_R2_3.png']",190417_107_AD100/2019_107_012_Left_L1_3.png,fake,"['direct', 'cross2']",Left,Male,19
0.071572104257648,"['190417_107_AD100/2019_107_012_Left_L1_4.png', '190417_107_AD100/2019_107_012_Left_R2_4.png']",190417_107_AD100/2019_107_012_Left_L1_4.png,fake,"['direct', 'cross2']",Left,Male,19
0.0508974392626496,"['190417_107_AD100/2019_107_011_Left_L1_0.png', '190417_107_AD100/2019_107_011_Left_R2_0.png']",190417_107_AD100/2019_107_011_Left_L1_0.png,live,"['direct', 'cross2']",Left,Male,19
0.0232921499427438,"['190417_107_AD100/2019_107_011_Left_L1_1.png', '190417_107_AD100/2019_107_011_Left_R2_1.png']",190417_107_AD100/2019_107_011_Left_L1_1.png,live,"['direct', 'cross2']",Left,Male,19
0.0332235886007661,"['190417_107_AD100/2019_107_011_Left_L1_2.png', '190417_107_AD100/2019_107_011_Left_R2_2.png']",190417_107_AD100/2019_107_011_Left_L1_2.png,live,"['direct', 'cross2']",Left,Male,19
0.0612374557252424,"['190417_107_AD100/2019_107_011_Left_L1_3.png', '190417_107_AD100/2019_107_011_Left_R2_3.png']",190417_107_AD100/2019_107_011_Left_L1_3.png,live,"['direct', 'cross2']",Left,Male,19
0.0622324111833761,"['190417_107_AD100/2019_107_011_Left_L1_4.png', '190417_107_AD100/2019_107_011_Left_R2_4.png']",190417_107_AD100/2019_107_011_Left_L1_4.png,live,"['direct', 'cross2']",Left,Male,19
0.0836439101590524,"['190412_102_AD100/2019_102_005_Left_L1_0.png', '190412_102_AD100/2019_102_005_Left_R2_0.png']",190412_102_AD100/2019_102_005_Left_L1_0.png,live,"['direct', 'cross2']",Left,Female,2
0.0616782687211341,"['190412_102_AD100/2019_102_005_Left_L1_1.png', '190412_102_AD100/2019_102_005_Left_R2_1.png']",190412_102_AD100/2019_102_005_Left_L1_1.png,live,"['direct', 'cross2']",Left,Female,2
0.0620441877383601,"['190412_102_AD100/2019_102_005_Left_L1_2.png', '190412_102_AD100/2019_102_005_Left_R2_2.png']",190412_102_AD100/2019_102_005_Left_L1_2.png,live,"['direct', 'cross2']",Left,Female,2
0.0696506318198268,"['190412_102_AD100/2019_102_005_Left_L1_3.png', '190412_102_AD100/2019_102_005_Left_R2_3.png']",190412_102_AD100/2019_102_005_Left_L1_3.png,live,"['direct', 'cross2']",Left,Female,2
0.0660809174502776,"['190412_102_AD100/2019_102_005_Left_L1_4.png', '190412_102_AD100/2019_102_005_Left_R2_4.png']",190412_102_AD100/2019_102_005_Left_L1_4.png,live,"['direct', 'cross2']",Left,Female,2
0.0578714773229485,"['190417_107_AD100/2019_107_014_Left_L1_0.png', '190417_107_AD100/2019_107_014_Left_R2_0.png']",190417_107_AD100/2019_107_014_Left_L1_0.png,fake,"['direct', 'cross2']",Left,Female,20
0.073549143326188,"['190417_107_AD100/2019_107_014_Left_L1_1.png', '190417_107_AD100/2019_107_014_Left_R2_1.png']",190417_107_AD100/2019_107_014_Left_L1_1.png,fake,"['direct', 'cross2']",Left,Female,20
0.0510973818470041,"['190417_107_AD100/2019_107_014_Left_L1_2.png', '190417_107_AD100/2019_107_014_Left_R2_2.png']",190417_107_AD100/2019_107_014_Left_L1_2.png,fake,"['direct', 'cross2']",Left,Female,20
0.1049801963352105,"['190417_107_AD100/2019_107_014_Left_L1_3.png', '190417_107_AD100/2019_107_014_Left_R2_3.png']",190417_107_AD100/2019_107_014_Left_L1_3.png,fake,"['direct', 'cross2']",Left,Female,20
0.0688201654966699,"['190417_107_AD100/2019_107_014_Left_L1_4.png', '190417_107_AD100/2019_107_014_Left_R2_4.png']",190417_107_AD100/2019_107_014_Left_L1_4.png,fake,"['direct', 'cross2']",Left,Female,20
0.0795518529598297,"['190417_107_AD100/2019_107_013_Left_L1_0.png', '190417_107_AD100/2019_107_013_Left_R2_0.png']",190417_107_AD100/2019_107_013_Left_L1_0.png,live,"['direct', 'cross2']",Left,Female,20
0.0637377282586141,"['190417_107_AD100/2019_107_013_Left_L1_1.png', '190417_107_AD100/2019_107_013_Left_R2_1.png']",190417_107_AD100/2019_107_013_Left_L1_1.png,live,"['direct', 'cross2']",Left,Female,20
0.0629951862404605,"['190417_107_AD100/2019_107_013_Left_L1_2.png', '190417_107_AD100/2019_107_013_Left_R2_2.png']",190417_107_AD100/2019_107_013_Left_L1_2.png,live,"['direct', 'cross2']",Left,Female,20
0.0870738015242523,"['190417_107_AD100/2019_107_013_Left_L1_3.png', '190417_107_AD100/2019_107_013_Left_R2_3.png']",190417_107_AD100/2019_107_013_Left_L1_3.png,live,"['direct', 'cross2']",Left,Female,20
0.0844282896798426,"['190417_107_AD100/2019_107_013_Left_L1_4.png', '190417_107_AD100/2019_107_013_Left_R2_4.png']",190417_107_AD100/2019_107_013_Left_L1_4.png,live,"['direct', 'cross2']",Left,Female,20
0.0652572919401393,"['190417_107_AD100/2019_107_016_Left_L1_0.png', '190417_107_AD100/2019_107_016_Left_R2_0.png']",190417_107_AD100/2019_107_016_Left_L1_0.png,fake,"['direct', 'cross2']",Left,Female,21
0.0723656122611358,"['190417_107_AD100/2019_107_016_Left_L1_1.png', '190417_107_AD100/2019_107_016_Left_R2_1.png']",190417_107_AD100/2019_107_016_Left_L1_1.png,fake,"['direct', 'cross2']",Left,Female,21
